Symbol,Name,Industry,Market Cap
ASND,Ascendis Pharma,Biotechnology,6682208237
ASO,Academy Sports and Outdoors,Specialty Retail,3488279039
ASPA,Abri SPAC I,Blank Check / SPAC,73873800
ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,285774970
ASPN,Aspen Aerogels,Energy Equipment & Services,1235228794
ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,188526429
ASPU,Aspen Group,Diversified Consumer Services,40808448
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6648000000
ASRT,Assertio Holdings,Pharmaceuticals,130102263
ASRV,AmeriServ Financial,Banks,69101367
ASTC,Astrotech,Aerospace & Defense,35734363
ASTE,Astec Industries,Machinery,979006757
ASTL,Algoma Steel Group,Steel,1664527477
ASTR,Astra Space,Aerospace & Defense,997095869
ASTS,AST SpaceMobile,Telecom Services,1811669370
ASUR,Asure Software,Software,119208839
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,15593958395
ASXC,Asensus Surgical,Medical Devices,148180527
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,141143822
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1928058618
ATA,Americas Technology Acquisition,Blank Check / SPAC,149058539
ATAI,ATAI Life Sciences,Biotechnology,818008764
ATAK,Aurora Technology Acquisition,Blank Check / SPAC,255866990
ATAQ,Altimar Acquisition III,Blank Check / SPAC,189986697
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,401009149
ATC,Atotech,Electronic Components,4273577463
ATCO,Atlas,Marine,3638702328
ATCX,Atlas Technical Consultants,Engineering & Construction,417862648
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,1147545854
ATEK,Athena Technology Acquisition II,Blank Check / SPAC,335025626
ATEN,A10 Networks,Software,1065701880
ATER,Aterian,"Furnishings, Fixtures & Appliances",150887455
ATEX,Anterix,Wireless Telecommunication Services,1063906710
ATGE,Adtalem Global Education,Diversified Consumer Services,1479771882
ATHA,Athira Pharma,Biotechnology,507925336
ATHE,Alterity Therapeutics,Biotechnology,37471711
ATHM,Autohome,Interactive Media & Services,3800641769
ATHX,Athersys,Biotechnology,147729887
ATI,Allegheny Technologies,Metals & Mining,3350839800
ATIF,ATIF Holdings,Professional Services,35123151
ATIP,ATI Physical Therapy,Medical Care Facilities,371138303
ATKR,Atkore,Electrical Equipment,4415634385
ATLC,Atlanticus Holdings,Consumer Finance,770883740
ATLO,Ames National,Banks,226031321
ATNF,180 Life Sciences,Biotechnology,88102735
ATNI,ATN International,Diversified Telecommunication Services,625685296
ATNM,Actinium Pharmaceuticals,Biotechnology,113155840
ATNX,Athenex,Biotechnology,91575143
ATO,Atmos Energy,Gas Utilities,16182769560
ATOM,Atomera,Semiconductors & Semiconductor Equipment,305515192
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,158280000
ATR,AptarGroup,Containers & Packaging,7702923765
ATRA,Atara Biotherapeutics,Biotechnology,864877567
ATRC,AtriCure,Health Care Equipment & Supplies,3022573257
ATRI,Atrion,Health Care Equipment & Supplies,1279906300
ATRO,Astronics,Aerospace & Defense,409406456
ATRS,Antares Pharma,Health Care Equipment & Supplies,697434558
ATSG,Air Transport Services Group,Air Freight & Logistics,2482725866
ATSP,Archimedes Tech SPAC Partners Co.,Blank Check / SPAC,153368000
ATTO,Atento,Commercial Services & Supplies,391225352
ATUS,Altice USA,Media,5715003390
ATVC,Tribe Capital Growth I,Blank Check / SPAC,337065019
ATVI,Activision Blizzard,Entertainment,62428204995
ATXI,Avenue Therapeutics,Pharmaceuticals,10464101
ATXS,Astria Therapeutics,Biotechnology,87344070
ATY,AcuityAds Holdings,Interactive Media & Services,192155679
AU,AngloGold Ashanti,Metals & Mining,9890598903
AUB,Atlantic Union Bankshares,Banks,2770887393
AUBN,Auburn National Bancorporation,Banks,116798540
AUD,Audacy,Media,415946142
AUDC,AudioCodes,Communications Equipment,840886270
AUGX,Augmedix,Health Information Services,109926014
AUID,Ipsidy,Software-Infrastructure,96601344
AUMN,Golden Minerals Company,Metals & Mining,84007199
AUPH,Aurinia Pharmaceuticals,Biotechnology,1753676532
AUR,Aurora Innovation,Information Technology Services,6283160061
AURA,Aura Biosciences,Biotechnology,642778356
AURC,Aurora Acquisition,Blank Check / SPAC,342638944
AUS,Austerlitz Acquisition I,Blank Check / SPAC,967971128
AUTL,Autolus Therapeutics,Biotechnology,379085951
AUTO,AutoWeb,Interactive Media & Services,32458038
AUUD,Auddia,Software-Application,25329660
AUVI,Applied UV,Building Products,19763550
AUY,Yamana Gold,Metals & Mining,5370409469
AVA,Avista,Multi-Utilities,3231503070
AVAC,Avalon Acquisition,Blank Check / SPAC,259260792
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,629936126
AVAL,Grupo Aval Acciones y Valores,Banks,5068609532
AVAN,Avanti Acquisition,Blank Check / SPAC,739499960
AVAV,AeroVironment,Aerospace & Defense,2345432013
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,34710204240
AVCO,Avalon GloboCare,Health Care Providers & Services,61942507
AVCT,American Virtual Cloud Technologies,IT Services,83283759
AVD,American Vanguard,Chemicals,628798336
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,403189919
AVDX,AvidXchange Holdings,Software-Infrastructure,1584537850
AVEO,AVEO Pharmaceuticals,Biotechnology,192713578
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.57086E+11
AVGR,Avinger,Health Care Equipment & Supplies,19706435
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124250000
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1557991530
AVIR,Atea Pharmaceuticals,Pharmaceuticals,600888832
AVLR,Avalara,Software,8705791964
AVNS,Avanos Medical,Health Care Equipment & Supplies,1585153000
AVNT,Avient,Chemicals,4388371440
AVNW,Aviat Networks,Communications Equipment,344663970
AVO,Mission Produce,Farm Products,893488500
AVPT,AvePoint,Software-Infrastructure,959366140
AVRO,Avrobio,Biotechnology,57679119
AVT,Avnet,"Electronic Equipment, Instruments & C...",4016912350
AVTE,Aerovate Therapeutics,Biotechnology,447442613
AVTR,Avantor,Life Sciences Tools & Services,20629116914
AVTX,Avalo Therapeutics,Biotechnology,81741807
AVXL,Anavex Life Sciences,Biotechnology,937713019
AVY,Avery Dennison,Containers & Packaging,14327351193
AVYA,Avaya Holdings,Software,1076036607
AWH,Aspira Women's Health,Health Care Equipment & Supplies,116612071
AWI,Armstrong World Industries,Building Products,4238040021
AWK,American Water Works Company,Water Utilities,30085572600
AWR,American States Water Company,Water Utilities,3288879329
AWRE,Aware,Software,64926900
AWX,Avalon Holdings,Commercial Services & Supplies,12770633
AX,Axos Financial,Thrifts & Mortgage Finance,2760293094
AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,199782500
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,100312272
AXGN,Axogen,Health Care Equipment & Supplies,331853888
AXH,Industrial Human Capital,Blank Check / SPAC,144037500
AXL,American Axle & Manufacturing Holdings,Auto Components,888341566
AXLA,Axcella Health,Biotechnology,133654391
AXNX,Axonics,Health Care Equipment & Supplies,2939508200
AXON,Axon Enterprise,Aerospace & Defense,9769450449
AXP,American Express Company,Consumer Finance,1.41613E+11
AXR,AMREP,Commercial Services & Supplies,99187722
AXS,AXIS Capital Holdings,Insurance,5156621276
AXSM,Axsome Therapeutics,Pharmaceuticals,1592546391
AXTA,Axalta Coating Systems,Chemicals,5519021041
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,301582717
AXU,Alexco Resource,Commercial Services & Supplies,240639054
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3943656429
AYI,Acuity Brands,Electrical Equipment,6628945260
AYLA,Ayala Pharmaceuticals,Biotechnology,56039992
AYRO,"AYRO, Inc.",Auto Manufacturers,47244800
AYTU,Aytu BioPharma,Pharmaceuticals,36016054
AYX,Alteryx,Software,4838053365
AZ,A2Z Smart Technologies,Aerospace & Defense,150557354
AZEK,The AZEK Company,Building Products,3851218166
AZN,AstraZeneca,Pharmaceuticals,2.0558E+11
AZO,AutoZone,Specialty Retail,40582663962
AZPN,Aspen Technology,Software,11023894443
AZRE,Azure Power Global,Independent Power and Renewable Elect...,1067647293
AZTA,Azenta,Medical Instruments & Supplies,6209037748
AZUL,Azul S.A.,Airlines,1734166395
AZYO,Aziyo Biologics,Medical Devices,80673658
AZZ,AZZ Inc.,Electrical Equipment,1191175896
B,Barnes Group,Machinery,2037419872
BA,The Boeing Company,Aerospace & Defense,1.13059E+11
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,3.12845E+11
BAC,Bank of America,Banks,3.32434E+11
BACA,Berenson Acquisition I,Blank Check / SPAC,335278105
BAFN,BayFirst Financial,Banks-Regional,90355515
BAH,Booz Allen Hamilton Holding,IT Services,11705381841
BAK,Braskem,Chemicals,7419334654
BALY,Bally's,"Hotels, Restaurants & Leisure",1589048937
BAM,Brookfield Asset Management,Capital Markets,88713068512
BANC,Banc of California,Banks,1213246710
BAND,Bandwidth,Diversified Telecommunication Services,816487087
BANF,BancFirst,Banks,2715192309
BANR,Banner,Banks,2004804560
BANX,StoneCastle Financial,Capital Markets,152192477
BAOS,Baosheng Media Group Holdings,Advertising Agencies,16737177
BAP,Credicorp,Banks,13708609520
BARK,The Original BARK Company,Specialty Retail,642286718
BASE,Couchbase,Software-Infrastructure,759417914
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",303541460
BAX,Baxter International,Health Care Equipment & Supplies,39017893829
BB,BlackBerry,Software,4279623161
BBAI,BigBear.ai Holdings,Information Technology Services,1117063807
BBAR,Banco BBVA Argentina,Banks,725041279
BBBY,Bed Bath & Beyond,Specialty Retail,2170488313
BBCP,Concrete Pumping Holdings,Construction & Engineering,380161343
BBD,Banco Bradesco,Banks,49318092798
BBDC,Barings BDC,Capital Markets,1150976378
BBGI,Beasley Broadcast Group,Media,51700352
BBI,Brickell Biotech,Biotechnology,31933349
BBIG,Vinco Ventures,Leisure,598569600
BBIO,BridgeBio Pharma,Biotechnology,1498221179
BBLG,Bone Biologics,Medical Devices,28774667
BBLN,Babylon Holdings,Health Information Services,1612268799
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",158976056
BBSI,Barrett Business Services,Professional Services,575022624
BBU,Brookfield Business Partners,Construction & Engineering,2344319723
BBUC,Brookfield Business,Asset Management,0
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,37075582973
BBW,Build-A-Bear Workshop,Specialty Retail,298472184
BBWI,Bath & Body Works,Specialty Retail,11419897808
BBY,Best Buy Co.,Specialty Retail,20473225200
BC,Brunswick,Leisure Products,6197313982
BCAB,BioAtla,Biotechnology,186606000
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74939760
BCBP,BCB Bancorp,Banks,309967125
BCC,Boise Cascade Company,Paper & Forest Products,2740410878
BCDA,BioCardia,Biotechnology,34923586
BCE,"BCE, Inc.",Diversified Telecommunication Services,50473922551
BCEL,Atreca,Biotechnology,119695399
BCH,Banco de Chile,Banks,10904462329
BCLI,Brainstorm Cell Therapeutics,Biotechnology,122593632
BCML,BayCom,Banks,298532031
BCO,The Brink's Company,Commercial Services & Supplies,3234372332
BCOR,Blucora,Capital Markets,950544440
BCOV,Brightcove,IT Services,321931740
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,69127520
BCPC,Balchem,Chemicals,4400003499
BCRX,BioCryst Pharmaceuticals,Biotechnology,3002604282
BCS,Barclays,Banks,33541662718
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,410327479
BCSF,Bain Capital Specialty Finance,Capital Markets,1006526257
BCTX,BriaCell Therapeutics,Biotechnology,154932102
BCYC,Bicycle Therapeutics,Biotechnology,1298786524
BDC,Belden,"Electronic Equipment, Instruments & C...",2492545775
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",64495155
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,2423369717
BDR,Blonder Tongue Laboratories,Communications Equipment,7934592
BDSX,Biodesix,Diagnostics & Research,52910351
BDTX,Black Diamond Therapeutics,Biotechnology,100472055
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,75722487064
BE,Bloom Energy,Electrical Equipment,4346468844
BEAM,Beam Therapeutics,Beverages,3938246361
BEAT,HeartBeam,Health Information Services,14676191
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4199572980
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,71515200
BEEM,Beam Global,Electrical Equipment,204587935
BEKE,KE Holdings,Real Estate Management & Development,18526920693
BELFA,Bel Fuse,Electronic Components,230099100
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",230098536
BEN,Franklin Resources,Capital Markets,14019302387
BENE,Benessere Capital Acquisition,Blank Check / SPAC,152661450
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,26237487072
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,7543629805
BERY,Berry Global Group,Containers & Packaging,7841988057
BEST,BEST Inc.,Air Freight & Logistics,251292000
BF.A,Brown-Forman,Beverages,31360589815
BF.B,Brown-Forman,Beverages,31384727506
BFAC,Battery Future Acquisition,Blank Check / SPAC,426317113
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7866035697
BFC,Bank First,Banks,546036879
BFI,BurgerFi International,Restaurants,90326791
BFIN,BankFinancial,Banks,136529239
BFLY,Butterfly Network,Medical Devices,1069034239
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,50136480
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1742889182
BFST,Business First Bancshares,Banks,547432299
BG,Bunge,Food Products,15816132587
BGCP,BGC Partners,Capital Markets,1657823103
BGFV,Big 5 Sporting Goods,Specialty Retail,381069552
BGI,Birks Group,Specialty Retail,95136150
BGNE,BeiGene,Biotechnology,20650569720
BGRY,Berkshire Grey,Specialty Industrial Machinery,685800000
BGS,B&G Foods,Food Products,1848712687
BGSF,BG Staffing,Professional Services,137299884
BGSX,Build Acquisition,Blank Check / SPAC,243500000
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",450460150
BH.A,Biglari Holdings,Restaurants,449556630
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,283187519
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,26030201
BHB,Bar Harbor Bankshares,Banks,429660612
BHC,Bausch Health Companies,Pharmaceuticals,8217911785
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",881365432
BHF,Brighthouse Financial,Insurance,3958726360
BHG,Bright Health Group,Healthcare Plans,1213489406
BHIL,Benson Hill,Agricultural Inputs,662011071
BHLB,Berkshire Hills Bancorp,Banks,1404923239
BHP,BHP Group,Metals & Mining,2.69625E+11
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,454153343
BHSE,Bull Horn Holdings,Blank Check / SPAC,94593750
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,8362374058
BIDU,Baidu,Interactive Media & Services,47492525990
BIG,Big Lots,Multiline Retail,988089465
BIGC,BigCommerce Holdings,IT Services,1587817721
BIIB,Biogen,Biotechnology,30950410116
BILI,Bilibili,Entertainment,9794965495
BILL,Bill.com Holdings,Software,23491815360
BIMI,BIMI International Medical,Machinery,11733063
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,16886310712
BIOC,Biocept,Biotechnology,39073904
BIOL,BIOLASE,Health Care Equipment & Supplies,54515003
BIOS,BioPlus Acquisition,Blank Check / SPAC,289582809
BIOT,Biotech Acquisition Company,Blank Check / SPAC,283474970
BIOX,Bioceres Crop Solutions,Food Products,561525373
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,20217835463
BIPC,Brookfield Infrastructure,Gas Utilities,5548053970
BIRD,Allbirds,Apparel Retail,885663613
BITE,Bite Acquisition,Blank Check / SPAC,251015599
BITF,Bitfarms,Capital Markets,754694973
BIVI,BioVie,Biotechnology,117924942
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,9146956764
BJDX,Bluejay Diagnostics,Medical Devices,22569342
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",662565231
BK,Bank of New York Mellon,Capital Markets,40056672219
BKCC,BlackRock Capital Investment,Capital Markets,310730395
BKD,Brookdale Senior Living,Health Care Providers & Services,1308345979
BKE,The Buckle,Specialty Retail,1644843502
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",139801712
BKH,Black Hills,Multi-Utilities,4993314273
BKI,Black Knight,IT Services,9004861401
BKKT,Bakkt Holdings,Software-Infrastructure,352132063
BKNG,Booking Holdings,Internet & Direct Marketing Retail,96022714368
BKR,Baker Hughes Company,Energy Equipment & Services,37410181097
BKSC,Bank of South Carolina,Banks,103228907
BKSY,BlackSky Technology,Scientific & Technical Instruments,222177054
BKTI,BK Technologies,Communications Equipment,42963927
BKU,BankUnited,Banks,3722290668
BKYI,BIO-key International,Software,19494768
BL,BlackLine,Software,4395360209
BLBD,Blue Bird,Machinery,601775164
BLBX,Blackboxstocks,Software-Application,34639804
BLCM,Bellicum Pharmaceuticals,Biotechnology,18472773
BLCT,BlueCity Holdings,Internet Content & Information,49456308
BLD,TopBuild,Household Durables,5987067355
BLDE,Blade Air Mobility,Airports & Air Services,601479101
BLDP,Ballard Power Systems,Electrical Equipment,3526233333
BLDR,Builders FirstSource,Building Products,11408928710
BLEU,bleuacacia ltd.,Blank Check / SPAC,336029980
BLFS,BioLife Solutions,Health Care Equipment & Supplies,946634037
BLFY,Blue Foundry Bancorp,Banks-Regional,386479861
BLI,Berkeley Lights,Life Sciences Tools & Services,481000032
BLIN,Bridgeline Digital,Software,19490211
BLK,BlackRock,Capital Markets,1.16186E+11
BLKB,Blackbaud,Software,3111222261
BLL,Ball Corporation,Containers & Packaging,28934639550
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",1966561271
BLND,Blend Labs,Software-Application,1310464125
BLNG,Belong Acquisition,Blank Check / SPAC,189904375
BLNK,Blink Charging Co.,Specialty Retail,1122848622
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,22435148
BLRX,BioLineRx,Biotechnology,86252400
BLSA,BCLS Acquisition,Blank Check / SPAC,186975286
BLTS,Bright Lights Acquisition,Blank Check / SPAC,283762490
BLU,BELLUS Health,Biotechnology,736366400
BLUA,BlueRiver Acquisition,Blank Check / SPAC,360027519
BLUE,Bluebird Bio,Biotechnology,346451485
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,564480506
